rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"Fantastic and professional service from our waiter Maciej! Highly recommend their cocktail pairing tasting menu. Located a bit from the center but so worth a taxi ride. Fantastically good with lots of local produce. The dishes are presented with empathy and commitment!
Highly recommended!",Fantastic!,"Stockholm, Sweden",Stockholm,R3131RZsandram,2024-09-20
5,"Great place for dinner with friends and family. We felt taken care of throughout our stay! A huge thank you to Aleksandra, who perfectly selected and talked about different whiskeys for my dad!",Family dinner,,,Guide01665206492,2024-09-17
5,"Excellent service, drinks and food!
Had the 5 cocktails tasting, our waiter made it a great experience.
10/10 highly recommended.",Great experience,,,kjellg504,2024-09-14
5,"If you like food and drink to be more than filling you up, head to Eliksir. It is an experience for the eyes, the taste buds, the atmosphere, yes the whole package. Food and drink served by dedicated and proud waiters. Perfect meal",A perfect evening,"Stokke Municipality, Norway",Stokke Municipality,Stmichel3160,2024-09-10
5,One of the best restaurants in our country. Effortless elegance and at the same time 5***** style. Food very good. The sommelier's selection of wines is perfect. I highly recommend it!,Very good atmosphere. Waiter service at a high level.,,,16donatad,2024-09-07
5,Adam was great at the cocktail tasting and super knowledgeable! We tried lots of new cocktails we had never tried before which was super fun! Thanks so much!,Great! Thanks Adam!,"Shrewsbury, United Kingdom",Shrewsbury,eviemayv,2024-09-06
5,"Amazing experience! It was our first time in Elixir and it was totally unforgettable evening. We took tasting menu with cocktail pairing and it was the best decision ever. The tartare and dessert were delicious, the cocktails were paired perfectly. The only thing that could be a little better was the veal - a little overcooked for us. 
The atmosphere and hospitality were also incredible thanks to our waitress Aleksandra!
We'll be back :)",Tasty dinner with friends,,,C8183QEalices,2024-09-04
5,"Me and my partner went for his birthday. Food was spectacular, staff were very informative especially Maciej our waiter. They set up balloons for his birthday which I thought was a lovely little touch. Food was incredible, we ordered from the normal menu as my partner is a bit of a picky eater but we both enjoyed ourselves very much so. Great atmosphere. Would’ve liked to try the cocktail tasting menu at the table however it wasn’t a dealbreaker.",An amazing meal,"Barnsley, United Kingdom",Barnsley,285alishaf,2024-09-01
5,"A culinary adventure, there are few places like this in the Tri-City. If someone is looking for good flavors and values ​​quality, this is the place for you. I recommend",Very friendly and delicious place with great service. I recommend,,,miko_ajs534,2024-08-31
5,The visit was an absolute highlight during our stay in Gdansk. Everything is just right here: the food with regional products combined with the finest cocktails and excellent service is absolutely top.,An absolute pleasure,"Frastanz, Austria",Frastanz,cheessechris,2024-08-29
5,"We were greeted by a smiling crew at the entrance. Full of professionalism but without pompousness. Dishes consisting of local products, a definite favorite - Beef tartare. Many thanks to the waitress Kasia and Mr. Bartek, who made my children laugh while preparing the predessert.",I highly recommend it!,,,tetianat893,2024-08-29
5,"Great food, lovely atmosphere,waitress Kasia was helpfull and very nice, awsome to was there, we are hope to come back soon.",Great food,,,L1988RFmartap,2024-08-25
5,"Great location, Great food and good drinks. Excellent service

Very enjoyable experience with a well trained crew that now their foods and drinks",Just excellent,"Tonsberg, Norway",Tonsberg,784kristofferb,2024-08-24
5,"Great food, even better service that really takes care of every detail. We ordered veal and morels. Both dishes are delicious, but since the review is written by the person who ordered the morels, I must also recommend this delicacy, which simply cannot be ignored. What happens in the mouth is a different dimension of pleasure. 

We highly recommend it. This green Michelin star is no accident.",Great food and even better service!,,,michala463,2024-08-24
5,"If you think you have eaten delicious food in your life, you are wrong. You must visit Eliksir to eat truly delicious and surprising food. The flavors served in this restaurant will stay with you forever. 
Marinated salmon that melts in your mouth, mushroom pate, the essence of mushroom flavor and trout that is heavenly. ",Excellent ❤️,,,260kamilaz,2024-08-23
5,"This extraordinary place, created by extraordinary people, invites you to experience an absolutely unique culinary adventure! High quality, culture, competence in a pleasant interior and friendly atmosphere. You can't miss it!",An extraordinary culinary experience in an absolutely unique place!,,,I4334ZHbarbaram,2024-08-22
5,"The anniversary and birthday dinner at Eliksir exceeded our wildest expectations. We chose the tasting menu in vegetarian and meat versions and we definitely do not regret our decision. We left Elixir full, well cared for and delighted with what our taste buds experienced. The dishes served to us were taken care of down to the smallest detail, and the very nice Mrs. Zuzanna explained to us exactly what was on our plates. Her pleasant and sometimes funny anecdotes nicely expanded our knowledge and encouraged us to try things that we used to be reluctant to try (for example, in my case - fish). The whole picture of this heavenly dinner was complemented by alcoholic drinks served by Mrs. Gaja, who has great knowledge of her work and more than once pleasantly surprised us with what we found in the glass. We also praise Mr. Radosław, who told us about the Elixir at the entrance and then treated us to an amazing experience - a predessert created before our eyes. We sincerely thank the wait staff and the wonderful cooks. We will definitely come back here again.",An unforgettable experience,,,N122RBjuliab,2024-08-20
1,"Booked this restaurant for my friends 50th birthday.  I flew from Uk to Cork and then, my friends and I flew from Cork to Gdansk fro 4 days. 
I booked the restaurant for 7pm sitting.  Prior to leaving the UK. We travelled by taxi which took 45 mins from Gdansk old town rush hour. We were greeted by friendly staff. The restaurant  was empty with only 2 other tables having guests.  
We stat down and immediately our waiting staff came to us to say that there was nothing available from the grill menu due to sustainability meaning no chicken or beef dishes or anything from the main course grill section. That they only order a certain amount in.
I said we should of been contacted before arriving with this information and we were told they couldn't ring all customers. The restaurant is not that large and only 2 other tables had guests that evening. 
We were offered a small taster venue which had nothing on it that any of us would eat. This was so deveststing to here given the occasion. The staff then came back and said they may have 1 chicken. We said what do the other 2 eat? 
When we asked for the manager, he said he had 1 piece of beef belonging to the next day order that they could cut into 3.
I mean we were blown away by this from a michellin star restaurant.
He then proceeded to recommend another restaurant locally but at that point we decided to go back to Old Town Gdansk to try and make the evening special for my friends birthday. 
So by 7pm at a restaurant that is highly rated to have only taster menus available is shocking.
We were then left with 2 sizeable taxi fares.
Thankfully we got lucky at Chleb I Wino Gdansk who saved the day. 
We were given a zero alcohol bottle of something obviously no use to us given we were flying to Ireland the next day.",Check the menu is available before travelling. Shocking 7pm booking,"Cork, Ireland",Cork,gilliano913,2024-08-16
5,"Fantastic food and wines. Innovative and inspiring. Delicious with the option of a vegetarian menu. 
Super delicious cocktails. 
Poland's longest tree bar. 
 Especially good service from Bartloiej and Gaja ❤️. Thanks",Innovative and inspiring,,,Relax823847,2024-08-16
5,"I was in a restaurant for a tasting menu of dishes and cocktails, I left full and drunk, a world championship, something beautiful. Let me tell you straight, my taste buds were blown to pieces :). This restaurant should get not only a green Michelin star (which it 100% deserved), but also every other one. I recommend it wholeheartedly ❤. Visit, sit and taste because it's worth it",❤,,,F2336IXpiotrk,2024-08-15
5,"Perfect place to enjoy polish roots in a original way together with amazing cocktails. Fresh local ingredients and amazing twist on traditional polish cuisine. Very kind crew! Light, fresh and fun.",Modern take on traditional polish cuisine,,,urip376,2024-08-13
5,"My friend and I visited this fabulous restaurant on Thursday and we cannot express enough how good this experience was.
I booked it after seeing it on trip advisor as I thought my friend would really like the cocktail pairing which neither of has had before.I would have opted for the wine pairing as I’m not a cocktail fan but each one was so tasteful and balanced so well with the food which, needless to say was absolutely delicious.
The waiter/waitress were clearly professional and warm.
If you have a special night in Gdańsk and enjoy good food I would urge you to book Elisker and also opt for the cocktail pairing.You will not be disappointed!",Best tasting restaurant I have ever been to,"Aberdeen, United Kingdom",Aberdeen,lindsayt841,2024-08-10
5,"Very good restaurant with committed and friendly staff. Ate the tasting menu which was matched with cocktails, which was fantastically good and also good value. Exciting flavor combinations that went perfectly together. Definitely worth a visit!",Dinner,,,620mye,2024-08-09
5,"We decided to organize our wedding reception at the Eliksir restaurant and it was a brilliant choice. This is an absolutely unique place due to its character and the passion and professionalism of the people who create it. All our ideas and expectations were taken into account and implemented. We received great help from an experienced event manager, Mrs. Ewa, who made planning the details of the ceremony a pleasure. It is worth emphasizing that Eliksir's wedding offer is extremely attractive, in addition to the phenomenal cuisine and cocktail bar, you can use additional services, including: sabering, molecular show, or cigar tasting. Moreover, cooperation with service providers recommended by the restaurant turned out to be a hit and made organizing the wedding much easier for us. We are convinced that there is no better place in Tricity to organize an elegant wedding reception that will satisfy even the most demanding guests. We highly recommend it!",Wedding reception,,,S213QAmagdalenap,2024-08-06
5,"Greate pairing with food and drinks! 
The host made the stay a real pleasure! 
Didnt get his name, but with curly hair, a pleasant and comforting atmosphere, he made the evening a real experience!  10/10 
Maciej is the name of the legend!",10/10,"Oslo, Norway",Oslo,Erlendhagen,2024-08-05
4,"Great place! If you wanr great taste of food and great taste of coctail combines with your dinner, GO HERE!
I will go here next time I visit Gdansk as well",THE Place to visit in Gdansk,,,signe_yumw2021,2024-08-05
5,Delicious and unusual experiences and great care from Mrs. Kasia and the entire team! A great place to visit in Tricity.,Excellent!,,,Q9628WKanitab,2024-08-02
5,"A wonderful experience at Eliksir! Our party had both the vegetarian tasting menu, the regular tasting menu and the cocktail pairing between the three of us, one in our party even had wine pairings with each dish. The dishes were imaginative and well rounded, a new interpretation of traditional polish dishes, a delightful experience from start to finish! The staff was very attentive and knowledgable, in particular our waiter Maciej. Be prepared to leave Eliksir happy, inspired and very full! Thank you!","Fresh, imaginative and beautiful!",,,joridv439,2024-08-01
5,"Very good food, well-thought-out and well-composed dishes. In addition, Mr. Maciek provided great professional service, he advised, told and made me laugh. I recommend",Gooooooood 5/5,,,BackPacker629755,2024-07-31
5,"Great place, delicious food and, above all, wonderful service. Mr. Maciej has great knowledge and enthusiasm, with which he talks about each dish and takes you on a journey through excellent flavors. I highly recommend it :)",One of the best restaurants in Gdańsk,,,juliakR3038JW,2024-07-30
5,"Great place, with excellent food. Every part of the dish is regional or from eco-friendly farms. We were also astonished by great service of waiter Maciej. He is such a nice and passionate person. Surprisingly cocktail pairing was really well balanced.",One of the best restaurant in Gdańsk,,,996nicholasp,2024-07-30
5,"Delicious food worth the price and excellent service :) My husband and I went to try the tasting menu and each dish was truly amazing - beautifully presented, tasty, surprising and Mrs. Zuzanna, who took care of us during dinner, talked interestingly about everything she served. An exclusive place, but what we liked very much - super friendly, not ""ąę"" :D in elixir it was both tasty, professional, friendly, and with real sincere smiles, just nice :) We highly recommend it, we will definitely come back - and Thank you, Mrs. Zuzanna, for such nice care and for presenting us this culinary experience! It was great <3","Great cuisine, excellent service - a wonderful place worth visiting :)",,,633kasiab,2024-07-27
5,"We highly recommend it, we ate the Romantic Dinner menu - you could choose from one of two appetizers, one of three main courses and a dessert. All dishes are delicious, you can see that the restaurant focuses on local products - it is worth trying them in non-obvious combinations. Great wine pairing - perfectly matched cocktails to the dishes we choose. Very nice waiter service.",Local products in modern combinations,,,992micha_w,2024-07-27
5,"We, my family and I had a very nice 70th birthday. We all ate different tasting menus with accompanying drinks, even non-alcoholic for the youngest. It was a unique experience with different flavors on the palate. The staff were all engaged and knowledgeable as they presented it all to our party. They also offered me a sparkling torch for the ice cream made on site.",A memorable birthday celebration,,,V9043SOpeterl,2024-07-26
5,"a wonderful culinary adventure :) I recommend it to absolutely everyone. We chose the tasting menu and it was a bullseye. The dishes are amazing, but not overcomplicated. The pre-dessert is wonderful, but let it be a surprise ;) the weakest point was the dessert itself (the chocolate was a bit too thick), but it does not change our assessment of this experience in any way. But the cherry on the cake was the service! We had the pleasure of meeting Mrs. Zuzanna and she was our guide through the menu. cheerful, smiling, with a sense of humor and at the same time with great knowledge and professionalism. I definitely recommend a visit to Eliksir to everyone, I will not even write about the drinks because you simply have to try them :)",Wonderful culinary adventure :),"Gdansk, Poland",Gdansk,Usajrad,2024-07-25
5,Great place with exquisite cuisine and service. You can feel that people who work there love their work. Zuzanna was our waitress and she did a really good job 👏🏻,10/10 would recommend and come again,,,FellowTraveler441003,2024-07-24
5,"The last visit, like the rest of the visits to Eliksir, was very successful. We had a little confusion with the payment for the alcohol we ordered, but everything was explained by the manager who helped us with the settlement. The entire visit can also be considered 5 stars.
What is unique about Eliksir is definitely the staff who take care of us at every stage of our stay. I always use the cigar room, which I think is the best in Gdańsk, both in terms of selecting cigars and eating and drinking.",5 star visit,"Sopot, Poland",Sopot,voloaot,2024-07-22
5,"Absolutely perfect evening! The food was delicious and the service was out of this world. Our server, Maciej was super friendly, professional and made us feel like home! This is an experience you should all try when in Gdańsk!",TRY IT!!,,,astridaB2477PP,2024-07-18
5,"Revelation! We are enchanted by this place. The food and drinks are pure poetry. Everything on point. We can't wait to taste more items from the menu.
We heartily recommend it",Poetry of taste,,,O2064NOolgas,2024-07-18
5,My wife and I celebrated our 15th wedding anniversary here and were very pleased! Definitely a place worth visiting. And pairing cocktails with dishes is truly know-how.,Cozy place and tasty kitchen!,,,G2243OOalexh,2024-07-17
5,"If I could, I would give six stars to Eliksir. Excellent service, and an amazing tasting menu paired with unique cocktails for each dish. All at very reasonable prices. And don’t worry if you need to drive home. A non-alcoholic cocktail pairing is offered, and it was brilliant!",Go go go!,"Copenhagen, Denmark",Copenhagen,jespergjedde67,2024-07-16
5,"We recently dined at Eliksir, and it was a wonderful experience. Our waiter, Bartłomiej, provided exceptional service with his friendly and attentive demeanor. Gaja, the sommelier, was a fantastic guide through the world of alcoholic cocktails, offering expert recommendations that greatly enhanced our evening. Damian's visually stunning sorbet dessert was also impressive. The combination of flavors in both the food and drinks was exquisite, creating a delightful gastronomic experience. I'm very glad I chose Eliksir to celebrate my birthday!",Dinner,,,418alinm,2024-07-16
5,This place wouldn't be the same without Mr. Maciej. Delicious food is complemented by delicious drinks. Lots to choose from. Everyone will find something.,I recommend this restaurant,,,iwon101,2024-07-14
5,The food is absolutely exceptional. Waiter Maciej... a firecracker 🧨 Pornstar martini drinks are the best in 3city. The tasting menu with a vegetarian option is the best!,I recommend !,,,954julitab,2024-07-14
4,"Lovely concept of fine dining with cocktails
very balanced dishes and cocktails 
not too much just right
our server Maciej was amazing and charming the whole way through
highly recommend",Lovely tasting menu with Cocktails =),,,265pontuss,2024-07-13
5,"Very nice and interresting food. We had the tasting menu and cocktail pairing, and would highly recommend it. Also the service by Maciej was flawless.",Amazing food and service,,,E6863WNemmab,2024-07-11
5,"This culinary experience, enriched by the presence of such a competent and nice person as Zuzanna, will remain in my memory for a long time. I am looking forward to my next visit to this restaurant, hoping for equally unforgettable moments. I highly recommend this place to anyone who wants to experience a real feast for the senses.",A unique culinary experience,,,aliaxee,2024-07-09
5,"Really excellent service and amazing food experience. Me and my family totally recommend that restaurant to others. If I go other time to Gdansk, I certainly will be visit also restaurant Eliksir.",Excellent food experience,,,575iidap,2024-07-07
5,"Delicious and beautiful food and cocktails. Excellent service by Maciej. I have some allergies which could possibly send me to hospital, but I felt safe all the time. Highly recommended!",Awesome!,Sweden,Sweden,Jojo7200,2024-07-04
5,Very sensory experience with great pairing between The dishes and cocktails for a very good price. Would highly recommend.,An experience to try,,,U5554MQalexanderl,2024-07-03
5,"A well-deserved star. We tried the meat tasting and it was a phenomenal experience. 
Everything is based on regional ingredients and very tasty. Greetings to the waiter Bartek and the sommelier, a very nice team with great knowledge.",We recommend,"Olsztyn, Poland",Olsztyn,adamkR128AD,2024-06-28
5,"Dinner for two. Great service. Great steak, tasty starters and desserts. Good selection of beverages and drinks. I highly recommend it.",I highly recommend it,,,piotrm883,2024-06-27
5,"Absolutely amazing place. The food is fantastic and the cocktails are exeptional.
Our waitress Zuzana did really good job, so 10 out of ten 10 for her and for the restaurant!
Should have at least one Michelin star!",Amazing place with amazing food and great staff!,"Vilnius, Lithuania",Vilnius,R280BYtomasj,2024-06-26
5,Everything was awesome and delicious! Special thanks for the crew and Zuzanna!  They were flexible too. We had some special things like lactose intolerance. They changed on the menu for us. Thanks again!,Wonderful place!,,,zsomborv719,2024-06-24
5,"The wife had booked a place before we left Norway. Took Bolt out of town, about 10 minutes. Delicious dishes and the wife took a drink package to the menu. We got 6-7 different tasting dishes and they were great. A delicious final dish was extra exciting 👍🏻🥰 Ps: A small tip tip is added to the bill 😅 We went on a tip bang 🫣","A great place to try, if there is space.","Moss, Norway",Moss,espentveter,2024-06-24
