rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
3,"The menu is not extensive, but sufficient. Decent pizza, thin crust, simply tasty. The way the pizza is served may be surprising - on paper plates, without cutlery. I would expect this in a food truck, but La Famiglia is a restaurant. Moderate prices and polite service.",Tasty,"Wroclaw, Poland",Wroclaw,CandyOxygen,2022-11-03
3,"Good place. Tasty pizza. The disadvantages are paper plates and poorer quality of ingredients. Very thin dough. The service was nice, helpful and organized. We ordered 3 pizzas all correct",Ok,"Pabianice, Poland",Pabianice,Aleksander_pce,2022-10-22
5,Relaxing atmosphere and delicious food at very good price.   Would recommend to anyone.  Great evening.,Wonderful food,"Ayr, United Kingdom",Ayr,raybM3015HO,2022-09-20
4,"Nice little place , good Pizzas and very fast service Nice and kind staff, i had the Diavola and 3 beers and it was like 75 Zloty , will be back nest time i travel to Gdansk",Nice Pizzas and fast service,"Uddevalla, Sweden",Uddevalla,tomj412,2022-08-02
5,"Great food (both pizza and salad), delicious, fresh, served quickly.  Very nice service. I recommend it 😊👍",Dinner with friends,,,966ma_gorzataz,2022-08-01
1,We check tripadvisor reviews and deside to go eat in his place. When we go inside the restaurante there was on the table plenty of empty bottles and drunk people. Nobody was eating and we didnt  see any pizzas. We turned away...,We turn back of the door,"Marbella, Spain",Marbella,Barcelonanmatkaaja,2022-07-16
5,"Tasty pizzas and fair pricing. The crust is thin and the topping is adjusted accordingly, so the bread-to-cheese-ratio is appropriate. 
If you are very hungry or looking for a greasy-cheesy pizza you might want to go elsewhere.",Authentic Italian pizzas,,,karenybenu,2022-07-14
5,Pleasant outdoor seating and fresh thin crust pizza. Friendly staff and no complaints with decent prices.,Very good pizza,"Stockholm, Sweden",Stockholm,Pebbens,2022-07-04
5,Pizzas were thin and the toppings were great. Delicious pizzas at all. There is a nice garden to eat oposite of the pizzeria.,Tastefull pizzas for a reasonable price.,"Lahti, Finland",Lahti,AnttiK653,2022-06-17
5,"Me and my family were visiting the restaurant and the pizza was so delicious! Service was awesome and the workers were super nice. 5/5, would visit again.",Excellent pizza and service,,,world_visitorss,2022-05-20
5,"Very tasty, perfect for lunch. The pizza was hot and incredibly delicious. My girlfriend and I were really impressed with this little restaurant.",Delicious pizza,"Wladyslawowo, Poland",Wladyslawowo,KustiTrip,2022-05-02
3,"The pizza may be good, but it's far from the Italian pizza... it's okay, but the pizza is so-so. They could keep it clean, lots of cobwebs. The restaurant is tiny, if it were better cared for, it would be a nice, cozy restaurant.",A bit neglected,"Rybnik, Poland",Rybnik,martyna_jarosz97,2022-02-22
4,"If you would like to relax with great Italian pizza,  tasty  and warming up tea you should visit this restaurant. The menu is huge I was trying the kids Havaiana pizza, Capriciosa and Di Parma. All of them were on really tight cake with great tomatoes sause. You should try it!",Delicious pizza near main road,"Wroclaw, Poland",Wroclaw,nataliagH1851PA,2021-11-15
5,Had 2 wonderful pies with few local beers. Enjoyed it all and definitely recommend. Very cosy and warm place with outstanding service and food. Keep it up!,As good as it gets,"Vilnius, Lithuania",Vilnius,Dalyvis123,2021-11-05
5,"Very Delicious, It was the perfect Lunch Date. The pizza was hot and incredibly delicious and our salad was just perfect!!! My wife and I was truly impressed with this little restaurant. Hello From San Diego, California La Famiglia Pizza!!",Amazing Place!!,"San Diego, California",San Diego,619CUTTYTHACREATOR,2021-09-04
5,A fantastic tasty pizza with a thin base. The chili oil turned the meal into a real dinner that I won't soon forget! Well worth a visit. Extra plus for friendly staff,The pizza you remember,,,Anettevm,2021-07-20
3,"Great pizza ! New tastes (first time margarita with orange juice 💣) and that pizza dough ... extra thin&crispy - delicious 🤤  buuuut paper plates and plastic forks & knifes.... We are in restaurant, right? 🙃",Great pizza for home delivery,"Szczecin, Poland",Szczecin,ru-bik_96,2021-06-30
5,"Simply very good pizza! :) thin, crispy dough, fresh ingredients, and olive oil. Anyone who has eaten a few different types of baked goods in their life and is not satisfied with just anything should visit this pizzeria ;) great outdoor garden away from the hustle and bustle of the main street, nice and smiling staff, I recommend it! :)",<3,,,_ukaszz737,2021-06-20
1,"The name of the restaurant indicates that it is a family restaurant. The behavior of the waitress, who greeted us dissatisfied without a face mask, made us decide not to eat there. The waitress told me to eat at separate tables. I don't recommend this place.",Terrible service,,,jakubkM2850JS,2021-06-06
5,"Very nice place.
Delicious thin-crust cheese pizza.
Very nice service, nice and simple decor, good food. 
I was with children and they were really delighted. 
If I have to complain about something, it would be that the spicy olive oil was not spicy enough 😉",Very good pizza!,World,World,Jojoanna82,2020-10-21
5,"Definitely one of the best pizzas I've ever had! Thin, delicious cake, the best value for money, we were very pleased with the choice :) and very nice service",Italian specialties,"Poznan, Poland",Poznan,Q6207DEmonikam,2020-09-20
5,"Very good pizza, thin crust, just the right portions, friendly service, we will definitely come back here someday :) I recommend it!",I recommend!,,,z_nicole_z,2020-09-01
5,"This was our second visit to La Famiglia and, as usual, we left with a smile on our faces and satisfaction in our stomachs. Delicious thin-crust pizza with the right amount of ingredients, served in a casual way. Everything fragrant and tasty. Very nice staff, everything went smoothly and quickly. ",Satisfaction guaranteed,"Gdansk, Poland",Gdansk,blackguide,2020-08-31
5,"The waitress was super friendly who greeted us in. We ordered a pizza and a salad. OMG! The best pizza ever. The thin crust was super tasty with amazing toppings. The salad was perfect with a quite good amount of portion with perfectly balanced dressing  with herbs, cheese, etc. Worth every penny spent! We highly recommend you to go there at least once to experience the taste!",Best pizza and salad ever!,,,418sujathak,2020-08-22
4,"We went in with 3 adult friends and 4 kids for a pizza lunch. 

Good food and very friendly service alongside with +\- 50 zlotych bill (including drinks) for each couple Meade this place really worth going if you’re not looking for a high end place. 

Ask for their unusual but delicious beer lines. We had a lovely and refreshing banana beer! Not too sweet - just perfect. 

Would we go back - definitely!",Tasty and inexpensive lunch with friends,"Merida, Mexico",Merida,Abelka84,2020-08-11
4,"Very tasty pizza, thin crispy dough, friendly service and pleasant restaurant environment. The only minus is the very faint taste of truffle paste in pizzas containing it. I recommend all pizzas except tartufa.",Nice pizza,"Plock, Poland",Plock,190lenag,2020-08-10
5,"I ate there twice and both times it was very tasty. Indeed, a very thin dough, but the ingredients are first class. I recommend it to pizza lovers. ",Very good pizza,"Opole, Poland",Opole,LeszekP79,2020-08-06
5,"Very nice waitresses, a quiet garden, thin crust pizza - better every time. I recommend it wholeheartedly.",I recommend!,,,Kokoszkaaaa,2020-08-06
5,"Very good pizza, fresh ingredients, and super smiling and helpful waitresses, many thanks for everything, father and son from Krakow, in advance! I will definitely come back, see you soon!",I recommend!,"Krakow, Poland",Krakow,873anteka,2020-07-30
5,"Never had such a great pizza in my life, even in Italy !
A thin very good croky crust, with tasty toppings.
On a nice quiet terrace away from the busy Gdansk city life.
And also the price was very good, so a great eating experience.",Best pizza ever !,"Mahdia, Tunisia",Mahdia,421pims,2020-07-29
3,"We ate there twice. The pizzas are ok and the prices are quite cheap, but the selection is very limited. Unfortunately the service is not up to scratch. No questions about whether it tastes good, no questions about other drinks. The pizza is on a side street that doesn't have a lot of foot traffic. Therefore it is quiet even when sitting outside. Unfortunately, at the second meal on Sunday around 7 p.m. (!) some ingredients (such as ruccola and Serrano ham) were no longer available. This shouldn't actually happen.","“Well,” that’s right.",,,L5705TYjanb,2020-07-06
3,"As the title says, the pizza is ok, but unfortunately served on a paper plate, it lowers the standard of the place a bit. However, I wouldn't come a second time.","Pizza is ok, but on a paper plate?","Zielona Gora, Poland",Zielona Gora,wojteku2015,2020-07-04
4,"The pizza is very thin, I confirm.
If you are hungry, you will not eat your fill, but you can eat and maybe stuff yourself with something else.
The taste of the pizza itself is OK, no complaints.
I recommend it, but it's not crazy.
",Pizza,"Gdansk, Poland",Gdansk,RobertChmielewski,2020-06-30
3,"I've eaten several pizzas in my life and I've never seen something so thin. The pizza was crumbling. I don't know if it has anything to do with the fact that the pizza was ordered on the 1+1 promotion and the dough for 2 was divided into 4, if so, it's bad, but although the price was adequate, if the pizza looks so normal, it is in this price range much more choice.  ",Pizza,"Gdansk, Poland",Gdansk,Kocia_ciocia,2020-05-21
5,"Lovely small pizza restaurant,  every time we visit Gdansk it never fails to impress. 

Great value for money.
",Beautiful Pizzas,"Boroughbridge, United Kingdom",Boroughbridge,howmuchfurtherisit,2020-03-06
5,"Good thin and tasty Italian pizza in the heart of Gdansk. Small place, but good pizza. Not the most “cosy” environment but okay ",Good thin Italian pizza,,,285perkristianh,2020-02-26
3,"If you want something other than basic pizza at a basic place, go elsewhere. There is nothing really wrong with this restaurant, but nothing amazing either.",Very basic,Finland,Finland,toivojo,2020-02-26
4,"The pizza is very, very tasty.....but.....very small in size)))
Italian size minimum 33 cm
In any case, we were satisfied, the mulled wine was delicious, the beer was good, the pizza was perfect (except for the size))))","The pizza is very, very tasty.....but.....not at all","Kaliningrad, Russia",Kaliningrad,_V3144PV,2020-02-23
4,"A small pizzeria in the very center of Gdańsk. The food tasted good, although not outstanding, a big plus was the wide selection of olive oils. Normal prices. Very nice service. When by mistake, instead of the half-and-half pizza ordered, the cook made only one flavor, they made a second pizza themselves at the company's expense.",OK!,"Bydgoszcz, Poland",Bydgoszcz,KacperB101,2020-02-23
4,"My wife and I were in Gdańsk for 4 nights and one evening we had the hunger for a pizza. We used trip advisor to search for recommended pizza in Gdańsk and tried to go to a couple of restaurants that were rated no1 and no2 but they were fully booked. We tried La Famiglia which was no3 at the time, it was a bit hard to find but google maps managed to get us there. 

Upon entering we felt like it was a takeaway similar to that which you would find in the uk but there were a few tables in the restaurant with condiments on them. We asked if it was going okay to take a seat to which the waitress politely replied. We took our seats and ordered shortly after - not an extensive range of pizzas but enough to pick something that we fancied. Beer wise there was a choice of local beers from Browar Amber ranging from dark to APA. On the whole it was a pleasant experience and I would definitely return for a delicious taste of their pizza and another cheeky beer or two. ",Delicious cheap pizza,"Arbroath, United Kingdom",Arbroath,SmokieMo,2020-02-16
5,Very cozy little oasis between the tourist routes. Good stone oven baked pizzas and nice staff :) Recommended!,Good stone oven baked pizzas!,"Karlshamn, Sweden",Karlshamn,JockelF,2020-02-16
4,"A quick midweek lunch in here. On a side street in the old town centre, tucked away. Inside is small, basic in decor but clean and functional, bar style seats and plain wooden tables. The menu is short, just pizza with a couple of calzone options. Starters pretty limited, just olives that I can remember, and no sign of desserts. Decent drink selection, all bottled stuff I think, whether wine, beer or soft drinks. Service was forgettable in a good way, our waiter was efficient and just did the job - all you’d ask for in a place like this, no fuss. 

The pizzas are thin and crispy based. I had the vegetarian (there’s a couple suitable for non meat eaters), Dining Companion had capricciosa. Both well done, decently topped with plenty of stuff. Not the best of all time but really good and tasty. Bill for two pizzas and two large local beers came to 70PLN - excellent value. Not a place for an occasion meal, but for a great refuel at good prices, well recommended and hits the spot.",Good quality cheap pizza,"Bromley, United Kingdom",Bromley,davidlL4418UK,2020-02-12
5,"The food was lovely and really cheap, great for a quick bite to eat in between sightseeing. Really good service too for a small place.",Gorgeous food!,"Billingham, United Kingdom",Billingham,844paigea,2020-01-28
3,"La Famiglia Pizza makes good but very average pizzas. The atmosphere in the restaurant, however, is really cozy.",Good with boring pizza,"Viborg, Denmark",Viborg,Nikolajstorgaard,2020-01-27
5,"Very delicious pizza and a large selection of olive oils.
First class service from the entrance to the very end. The gentleman was helpful in choosing and tried to make sure everything tasted good to us.
I recommend
",Tasty pizza,"Gdansk, Poland",Gdansk,mateuszmych,2019-12-28
5,"Perfect for lunch or a quick informal dinner. Thin, crispy pizza with great flavors. Pleasant, good English-speaking service. Small space.",Good thin pizza,"Bergen, Norway",Bergen,birdymaskin,2019-11-30
5,"I must explain my title... 

First time, I turned up too late

The second time, I turned up too early

Both times my fault!

The third time, I went in and sat down for a meal, the service was very good and he spoke good English. We had pizza, and it was very delicious, would reccomend this place. ",Once.... twice...third time a gem!,,,ballboy123,2019-11-07
5,"If you like thin, authentic Italian style pizza served quickly for very good value, this is the place to go. Staff very tentative and service is quick. Loved the pizzas however would just add to it if they did sides like fries, salad etc ",Love it!,"Newry, United Kingdom",Newry,emmalovesfood82xx,2019-11-03
4,"Visited this pizzeria together with friends. The environment is relatively simple, but the pizzas were super good. Not many guests in the room, but it is a bit ""off-season"". ",God pizza,"Kvissleby, Sweden",Kvissleby,908leifj,2019-10-22
4,"A cozy little pizza restaurant with a good selection of pizzas. 
Thin crispy bottom, tasted incredibly good
Pleasant staff, can definitely be recommended",Lunch,"Stavanger, Norway",Stavanger,925beatricem,2019-10-16
2,"The pizza itself was ok. The rest was subpar (e.g. moldy flowers as table decorations, dirty tablecloth, mediocre toilet and no cutlery)

Pizza-to-go would be ok!",Oh well,,,kerstinroehr,2019-10-16
5,"This is from our 10 year old traveller: ""Went here and it was great! The service was very nice it only took about 6-10 minutes and we ordered 4 pizzas at once. Our waitress was very friendly and nice. She ordered quickly and she brought the food quickly. If we were there longer I would definitely go again! I would recommend this for families and just to go and eat some pizza!"" 

I'd add that everything was so good, we even ordered more food while we were there. Very pleasant experience overall. Highly recommended!  ",Fantastic Pizza Place,"Glatton, United Kingdom",Glatton,goodsvejk,2019-10-14
2,"I was very disappointed in this place after reading such rave reviews. We got to eat here on our second attempt, the first night we called in, they told us they were closing (it was 21:20 despite supposedly being open until 22:00  We got pizza to take away (we were only staying around the corner) and we found it to be very dry, bland and tasteless. The base was nice, but the toppings were very lacking in both amount and flavour. Also the menu wasn't that extensive, it had very bog standard pizza toppings. We had pizza from San Marco just a couple of minutes away on the first night when La Famiglia closed early and it was far superior.",Average pizza,"Cork, Ireland",Cork,Niamhyblu,2019-10-08
3,"Reviews can be misleading, this is not a bad venue at all just unfortunately lacked a few things that’s all. The pizza was nice but slightly undercooked, this could be a personal preference. Needed more staff in too. ",Not a bad pizza,,,H4719WCjtl,2019-10-07
5,Good Italian pizza with a thin crispy base. We tried three different varieties and all were good. Local beer tasted excellent. The price is low. The only minus is the use of cardboard plates.,Good Italian pizza,"Risor, Norway",Risor,larsandrer,2019-10-06
5,"A really nice pizza and you can get one where you can choose 2 types of filling, so if you and your better half want to share a pizza this is the place, you can get a glass of wine for 8 zlotys",God Pizza,"Lystrup, Denmark",Lystrup,473kentn,2019-09-30
3,"The pizza is very good, one of the best I've ever eaten, hymmmm... It's a pity that it's a bit dirty, cobwebs on the legs, in the corners, mold on the walls. It looks a bit like a milk bar. Plus, you can enter the premises with your dog. ",Boy's Day visit,"Katowice, Poland",Katowice,963agatag,2019-09-30
3,"The pizza was good, but forks and the lack of knives was a big minus. Similarly, if you wanted to share a pizza, a paper plate was put in front of you. Basic good food, but the service is hasty and the restaurant is scorching hot inside.",Basic pizza,,,ElliseeTee,2019-09-30
5,Small cozy place that doesn't feel like a tourist trap. Very good pizzas and excellent service. I would love to go here again.,God pizza,"Solna, Sweden",Solna,S7816FHlindak,2019-09-22
4,"If I want to eat with friends at Główny, I always choose La Famiglia. The prices are touristy, but you can eat enough pizza. Nice flavors, cake, good beer. The advantage is that the restaurant is located off the beaten path. For complete happiness, all you need is a larger place, which is solved by a garden in the summer",Good Italian style pizza,,,kari-flo,2019-09-16
3,A typical lunch place with good pizza. Nice and fast service. Good beer. Relaxing opposite the Hampton by Hilton in the old town.,Relaxing lunch spot,"Kalmar County, Sweden",Kalmar County,Sandvikslasse,2019-09-11
2,"the dough is thin, but the pizza is definitely too dry, you can't taste the tomato sauce or olive oil, the cheese on the pizza is also dry, the house's white wine is advertised as dry - it is at least semi-dry/semi-sweet",you can choose better,"Gdansk, Poland",Gdansk,alicjastarnawska,2019-09-09
5,"Simple but very delicious pizzas and calzones. Also, not greasy at all. We left well dined but without feeling like we were bursting at the seams and full of oil!
I would repeat!",Very thin pizzas,"Donostia - San Sebastian, Spain",Donostia - San Sebastian,581borjav,2019-09-08
3,"The pizza is fine, as is the service. The dough is thin but too dry. If you walk a few meters further you end up in the next street which is full of restaurants and also has more ambience.",On me...,"Ravensburg, Germany",Ravensburg,Meander165625,2019-08-31
5,"I'm trying to remember if I've ever eaten better pizza... No, I've never eaten such good pizza in Poland! Crispy, thin dough, delicious olive oil. Served quickly and note - no cutlery! ;-) I highly recommend it! I want to go for another one... :)",Extremely tasty!,"Kielce, Poland",Kielce,weronikast,2019-08-30
5,"...the place is small, you could even say it's not nice, but it doesn't matter at all, because the pizza served there is delicious. Thin dough, just like in Italy. I recommend it, there's no point in writing about it.",Don't be fooled by appearances...,"Kielce, Poland",Kielce,rafalstando,2019-08-30
1,"We were seven people who sought out this pizza restaurant after great reviews on Tripadviser. Unfortunately, this was not a good experience for us. Waited a long time for food and boring pizza.",Why go here,"Sarpsborg, Norway",Sarpsborg,637maritar,2019-08-26
5,"Pizza baked on an open fire in a stone oven, made from thin dough that melts in your mouth. A little crispness on the edges. I could eat 10 pizzas and die happy.",Melting in the mouth,,,laurakS9064YP,2019-08-25
5,"We took three types of pizza: diabolo - tasty, but very spicy (we liked it, but we like it spicy), capricosa - tender, la parma - no cheese or sauce at all - pieces of ham and arugula - strange pizza. We ate it only because the dough was tasty, thin and crispy. All pizzas have no sauce and little cheese, but overall they are tasty. I just like a lot of sauce and a lot of cheese. We also ordered the La Familia salad - very tasty and a large portion. The salad was served with two slices of focaccio.",Delicious soft pizza.,"Moscow, Russia",Moscow,Evgenia-1009,2019-08-22
5,"Delicious thin crust pizza, good wine. Professional service, quiet and peaceful place away from the crowd of tourists.
",An inconspicuous place,,,425szymonk,2019-08-22
3,"Unfortunately, the pizzas are pretty tasteless even though they look good. I ordered a pizza with sun-dried tomatoes, olives, red onion and pesto and my gf ordered one with parma ham. With such strong flavors, the pizzas should have a lot of flavor but this was not the case. The plus side is the service staff and the location.","Nice service, tasteless food",,,160emilk,2019-08-19
5,Very good pizza! A great place away from the crowded streets of Gdańsk's Old Town. Prices very affordable.,Great location!,"Warsaw, Poland",Warsaw,06ruda,2019-08-18
5,"A nice place away from the hustle and bustle. Very nice and efficient service, delicious pizzas and good prices.","Great, I recommend!",,,KasiekTolsky,2019-08-17
5,"A wonderful place in the garden and very nice service. Delicious thin crust pizza, very delicious toppings. The place is away from the hustle and bustle. Delicious and quiet 😉 and very nicely priced.",Super pizza,"Warsaw, Poland",Warsaw,tolek2019,2019-08-16
5,"I highly recommend it, delicious pizzas, thin crust, just as it should be. A restaurant in an atmospheric place. Nice service :)",Very tasty,,,barcakibic,2019-08-15
5,"Very good pizza for very good money. Nice service, sitting outside and inside. Considering that the pizzeria is located in the very center of the historic city of Gdańsk, the prices are very friendly and it is worth a visit.
I RECOMMEND !!! to eat and drink 
And thank you",Very good pizza,,,majiteladresy,2019-08-08
1,The toilets were filthy. The pizza took a while even though there were few people there. The frozen pizza from the freezer counter at the supermarket tasted better than this. Huff me for a place.,Very disappointing,"Oslo, Norway",Oslo,Pizzavenner,2019-08-06
3,"Today eating Pizza and Focaccia with my colleague! Focaccia was good, but a bit dry! Pizza was great, if you like thin Pizza! Wanted to eat olives as starter as well, but Olives was out!
Gave only 3 stars because of waiting time! Waiting more than 40 Minutes in a nearly empty location to main dinner time is not acceptable!
Service personal was friendly but unexperienced, probably student workers!",Good Pizza but long long waiting time,"Neichen, Germany",Neichen,V6450UZsvens,2019-08-06
5,"Delicious pizza, beautiful, atmospheric decor, friendly service ❤️ I highly recommend it and I will definitely come back here!",great place!,"Sanok, Poland",Sanok,cyrannatalia,2019-08-02
4,I visited the place with my family. Great truffle pizza. I also recommend the boss's tea. Quiet garden. Efficient service.,Great pizza.,"Wroclaw, Poland",Wroclaw,Tourist34269493333,2019-08-01
5,"We found it thanks to Tripadvisor recommendations and we were not disappointed. Large selection, each of us found something for ourselves. The prices were very fair, the standard of the pizza served was much higher than we expected based on the prices. We were 4 people and everyone was very pleased with their pizza, the one with truffle paste was especially delicious - delicious, I haven't eaten it anywhere before! A huge plus for the thin and crispy dough, yum! Very nice service, delicious pizza, short waiting time and good prices - definitely deserved the maximum rating!",Delicious!,,,AdriannaJ44,2019-07-28
5,"Once again we had pizza. Real, Italian. Crispy thin base, something wonderful. The service was impeccable. Despite heavy traffic, customers are served quickly and efficiently. A tall, slim waiter, very friendly and polite. Congratulations to the owner, waiters and cooks!!! We will always come back here!",I highly recommend it! Great Pizza!,"Munich, Germany",Munich,Julietverner,2019-07-28
4,"I highly recommend these pizzerias, they are located off the beaten track, so you can eat a tasty pizza while sitting in an atmospheric garden. Very nice service, you can easily eat pizza, especially with some interesting local beers 😁",A truly Italian pizza,"Wroclaw, Poland",Wroclaw,olalab123,2019-07-23
5,"Right next to the main roads of Old Gdańsk. At the same time, it's quiet and without culinary seekers looking at your plate. Perfect cake, crispy and aromatic. No unnecessary stuffers or excess ingredients. The service is friendly, nice and efficient despite the guests.
I recommend it to everyone who likes Italian flavors. Similar cakes can only be found in Italy.
This was stated by my wife, who ate similarly a month ago in Assisi.",Italian snack,"Lodz, Poland",Lodz,RADEK_BOL,2019-07-23
5,"Fantastic thin pizzas, super delicious. Good service, cozy atmosphere on a cozy side street. 🍕",Tasty pizzas,,,kristians360,2019-07-19
5,"Delicious pizza, local flavors, good drinks.  Fast and nice service, normal prices.  Recommended!!!!!!",Perfect Italian pizza,"Gyor, Hungary",Gyor,KitchenArts,2019-07-16
4,"Delicious thin crust pizza. The ingredients were fresh and good quality. Prices adequate to quality. I also have to praise the lemonade, which I already miss :) I am sure that we will come back here next time we visit Gdańsk. ",Just pizza and delicious lemonade,"Warsaw, Poland",Warsaw,magmroda,2019-07-16
5,"Crazy good pizza!! Food, service, price, location and atmosphere were top class! Can definitely be recommended!",Perfect pizza,"Aalborg, Denmark",Aalborg,KristianK1993,2019-07-16
2,"We stopped by for lunch while passing by. The pizza was very basic. A thin and crispy base, but even a little dry overall. In the windy weather, the pizza was also able to cool down very quickly. 

A terrace in a very cozy environment. ",Basic pizza,"Tampere, Finland",Tampere,JennaHoo,2019-07-15
4,"Good pizza, although a bit too small for the price. Delicious Żywe beer. Nice service. I recommend visiting this place.",Opinion about the premises,,,C7161BQpiotrk,2019-07-14
