rating,text,title,user/userLocation/name,user/userLocation/shortName,user/username,publishedDate
5,"Good and affordable, nice terrace and friendly service. I warmly recommend it for lunch or why not for dinner.",Really great baked potatoes!,"Helsinki, Finland",Helsinki,SusannaT73,2019-05-12
4,The menu is unique!  Stuffed baked potatoes and potato pancakes were the perfect meal for a chilly evening.  My potato was stuffed with veggies and Gorgonzola cheese and my partner had potato pancake with bacon and Gorgonzola.  The atmosphere is pleasant and the service friendly.  The beer and wine were good and the entire meal an excellent value..,Generous Portions!  Good Food!,,,marsle,2019-05-04
4,"We randomly walked into the small restaurant on a cold day to warm up with a beer and some fries. But unfortunately there was no room in the restaurant. However, we were directed to a basement restaurant right next door, which had the same cuisine/dishes, according to the friendly waitress. We saw others getting a ""baked potato"" it looked so delicious that we decided we would come back and order it. We came the next day. We each got our own kind of baked potato. They were both insanely delicious. The only downside was that there was no room inside again, so we had to sit outside on the terrace, but luckily the weather was ok. Cheap and good experience that can be recommended :)",Delicious potato,"Gdansk, Poland",Gdansk,Curiosity298126,2019-05-04
4,"We arrived in the evening. There are no places. And it's 6 pm. The place is small, but there are tables outside. It was cold, so I didn’t want to drink cold beer on a cold street)) But we didn’t give up. The waitress promised that as soon as a table became available, she would invite us. On the street they didn’t even have time to cover themselves with blankets before they were invited inside. The menu is large. But most of all baked potato dishes with various additions. Now it is very difficult to find tasty and aromatic potatoes even in Ukraine, but what can we say about Europe)) From this point of view, the establishment is also no exception. But the potatoes are crumbly and well baked. The taste is nothing unusual. We ordered it with tuna, seasonal vegetables and dill sauce. In all this “porridge” there was tuna a couple of times)) In general, if you are very hungry, it’s delicious. The portions are large. Ruby Kozlak beer will perfectly complement the taste of your dish)",Potato)),"Kharkiv, Ukraine",Kharkiv,Unknown969,2019-04-25
5,"I went to this pub thanks to the reviews on Tripadvisor which did not disappoint my expectations at all.
I ordered the main course which was poached potatoes and I chose chicken with various other spices and vegetables as a condiment. Really delicious! The prices are really affordable and there are toppings for all tastes! The place is clean and tidy. The staff is courteous. In the end, along with the bill, we were also offered some sweets. Absolutely recommended!",Great lunch in Gdansk!!,"Pisa, Italy",Pisa,Enryca29,2019-04-18
5,"I love this place. Everything is very good here, especially the potatoes. They do wonders with such a simple and not very pretty vegetable here. The potatoes in this restaurant are amazing. I recommend potatoes with spinach and egg and those Białowieża style, i.e. with chanterelle sauce. Potato pancakes are also very good, fresh, golden, simply delicious. In this place you can eat delicious things for very reasonable money. 
I highly recommend it.",One of the best places in Gdańsk,"Bielsko-Biala, Poland",Bielsko-Biala,Ania955,2019-04-16
5,Large selection of baked potatoes with fillings. Generous portions. Took Ola's chicken which was served hot and Ala's chicken where the filling was cold. Both were good. Price approx. 25-30 slot for a portion. We sat inside which was nice. Also has pleasant outdoor seating when the weather permits. Recommended!,Good food at a good price in a cozy place,,,AmelieP85,2019-04-16
5,"Price-quality right. The service was good, but the knowledge of the English language seems to be quite weak, but they tried hard and the job was done. The food was really tasty and there was enough of it. There are many serving options, there is definitely something for everyone. ",I recommend,,,LeenaT14,2019-04-14
3,The food was good and the serving size was large. However the service was sub-par. The service was slow and the waitress was more interested in talking with her co workers than listening to orders. In addition the music was very loud and did not fit the venue.,Bad service,,,tiia1111,2019-04-10
5,"Really good baked potatoes and the portion size is at least sufficient. The prices are low, the service is good. The only minus is the speed of the kitchen, we visited twice and both times the food took a long time to arrive.",Great,"Oulu, Finland",Oulu,jarkko0107,2019-04-07
5,"Here we ate our fill of good baked potatoes, size ala pizza. The idea was to return also for a lunch, but did not have time. Can really recommend this place with special decor. I took the Aha, which was crayfish tails and other goodies. Very full and satisfied after the visit, which was really cheap!",Good big stuffed potatoes at a good price!,"Segeltorp, Sweden",Segeltorp,Therezzah,2019-04-02
5,Can honestly say these were the best spuds ever tasted. Absolutely delicious. Perfectly cooked and the fillings very generous. Bar downstairs was cool too!,Wow!,"Aberdeen, United Kingdom",Aberdeen,Martoon15000,2019-03-30
4,A fishy twist on the kind of food pubs you find in tourist areas all over Poland. Expect decent beer and big portions of simple food delivered to your table quickly.,"Simple food, big portions, good service","Bath, United Kingdom",Bath,DougScullery,2019-03-26
5,"It might seem that it's an ordinary... sorry, potato - nothing could be further from the truth, it's an EXTRAORDINARY CROWN POTATO!, and these sauces and their variety are a dream. I will come back soon with great pleasure :) ",POTATO IN A CROWN,"Gdansk, Poland",Gdansk,787KaRed,2019-03-25
2,"Tempted by the positive reviews on Tripadvisor, we decided to go to the above-mentioned restaurant. Unfortunately, only the decor and quite nice service made a positive impression on us.
The pleasant atmosphere ended after receiving the ordered flounder with fries and salad and a ""healthy"" baked potato. Let's start with the fladra: we received three or four very thin breaded fillets that, when we tasted them, did not resemble fish at all. The flounder must have been frozen because it turned into a coated mush which, interestingly, probably tasted like potato pancakes previously fried in the same fat. Additionally, both the fish and fries were very grease-soaked. The sauerkraut salad was ok. 
Now let's move on to the potato. I ordered the version with grilled vegetables (according to the menu: peppers, zucchini, tomatoes, carrots, beans) + lettuce and sprouts. After receiving the potato, it turned out that the ordered ""grilled"" vegetables were nothing more than purchased, ready-made vegetables for frying for about PLN 4. Unfortunately, they were not grilled at all, but only thrown into a pan and fried with a lot of fat. For these reasons, we strongly advise against visiting this place. We didn't expect any culinary revelations, but these dishes are not suitable even for an ordinary dinner.",We do not recommend!,,,claudiarJ3577AS,2019-03-24
1,"potato with gorgonzola and bacon???? so apart from the potato, everything else is Erzac l, the bacon is old lard with cracklings and onion, and the gorgonzola? it's the cheapest cheese. I took flounder, flounder? fries in oil, which probably remembers the times of August 1980, these fries are old and tasteless. Anyone who appreciates good food should avoid this place, the service is so-so, it won't help or hurt.",CULINARY FAILURE,"Warsaw, Poland",Warsaw,jankC6157BW,2019-03-23
5,"I had heard from colleagues about the potato being the only thing they eat in Poland but I had to go and try the potatoes as well. This place is amazing on that front! They serve you huge potatoes stuffed with amazing ingredients and all baked to perfection. Really enjoyed my potato with cheese, bacon, cheese, oh and did I mention cheese already!?",The Best Stuffed Potatos ever!,"Espoo, Finland",Espoo,Jiimies,2019-03-19
4,"A tiny and inconspicuous restaurant near St. Mary's Basilica. But we were welcomed very nicely, with a very rich menu, large dishes with unique taste. I recommend.",Delicious dinner.,,,macadam1972,2019-03-19
5,"One of my favorite places in Gdańsk. 
A cozy place with delicious potatoes, with which you can choose various salads: cold and warm. 
My favorite potato is a trio mix: ham or herring salad, vegetable salad and tzatziki. 
Cheap, tasty and cozy.
Very nice service.",Very good potatoes with additions,"Gdansk, Poland",Gdansk,teambarto,2019-03-14
5,"We went in here almost by accident. Other restaurants looked empty and this had people inside so we thought what the heck. Very honest feel and not pretentious in the slightest. Welcomed by very polite and pleasant staff and we were offered a large menu of pretty much baked potato with a huge variety of toppings. 

What arrived was superb! I had the chicken breast with the ketchup sauce which was huge and so tasty. My travel buddy had the Hungarian sausage with a garlic sauce which was equally as good. Really hearty meals with high quality of taste that we weren’t expecting from just a potato. Red wine and a pint of beer and in all it care to 83 zloty (£16). Would definitely recommend this place for a rustic feel, pleasant staff and a nice hearty meal. ",Fantastic food at fantastic price,"Ossett, United Kingdom",Ossett,bobbymadley,2019-03-12
5,"We came in because we couldn't leave Gdansk without having fish. Weirdly, despite the place's name, their traditional meal is a giant potato. Nevertheless, I ordered salmon and wasn't disappointed. Large serving size, deliciously made with potato and salad on the side. ",Potatoes and fish,"Moscow, Russia",Moscow,timeywimeykid,2019-03-07
1,"Taking into account the overall number of positive opinions while visiting Gdańsk, we were tempted to visit the above-mentioned bar. Bar. Because the owner himself doesn't call it a restaurant. And all in all, that's good. My companion and I ordered a potato with gorgonzola and bacon, as well as trout with potato chips and grilled vegetables, and mulled wine to drink. And this is where the problems started. After 10 minutes of waiting, they started loading drinks on the tables taken after us, and there was silence. After the warning, the waitress disappeared somewhere in the back and reappeared only after another 15 minutes, both dishes and drinks. Trout. Two thin fillets with a completely light breading color and completely unseasoned. Zero taste. In fact, the only thing that added flavor was the damn artificial garlic sauce. That's nothing yet. Even though the potato was warm inside, the cheese didn't melt or anything. Even though it was described on the menu as ""gorgonzola"", it didn't even resemble it. But there was 3 times too much of the cheapest something resembling cheese. Plus bacon, raw, thrown into the dish just to heat it up. Massacre. The potato itself was very good, but the excess of this ""cheese"" killed everything, even the appetite. In addition, at the end it was strongly pointed out that you simply couldn't eat it, and the waitress just nodded, said she would pass it on and after a minute the bill landed on the table. Zero professionalism, but at least we know what ""bars"" to avoid.",A bar for fans of low-quality food,"Wroclaw, Poland",Wroclaw,piotrekx2019,2019-03-02
4,"The food was excellent, the portions large and the prices low. It took a little longer to get the food, but otherwise a very positive experience. I recommend!",Excellent experience,,,Ilaridarrigo,2019-02-16
5,"This is our favorite place in the Old Town of Gdańsk, delicious baked potatoes with any stuffing you want, large portions, nicely served. Very nice service, taking care of every detail. I highly recommend this place! ",A place I always come back to!,"Gdynia, Poland",Gdynia,143marylak,2019-02-16
5,Cool atmosphere. Delicious and filling potatoes. Cold beer;) I can recommend this place with a clear conscience.,Potatoes extra!!!!,"Nowy Targ, Poland",Nowy Targ,Trip437199,2019-02-11
5,Super tasty food. Huge portions. Everything fresh. We recommend visiting the place. Potatoes and fish!!! This is something worth going there for.,Tasty and huge portions,,,monikae975,2019-02-10
5,"Very good dishes, huge portions, price appropriate to the quality, nice service. Found by accident while walking, a very good hit.",Tasty and carefully,,,Visjusz,2019-02-10
5,"I went to this restaurant for fish and ended up with a potato... and I don't regret it at all, because this stuffed potato is an absolute hit! delicious :)",Rewelka,"Krakow, Poland",Krakow,tirirara,2019-02-05
4,"Bar pod Rybą is not a large place located in the center of Gdańsk. As the name suggests, we cannot count on the standard of the restaurant, but this has a positive effect on the price. The place has a bit of a student atmosphere. There is waiter service here. The food itself is very good, the portions are huge, the trout and salmon are delicious. Prices vary, but you can eat here for just over PLN 20. The only downside was the quite intense smell from the kitchen, which immediately soaked all the clothes. ",Tasty food at a good price,"Wroclaw, Poland",Wroclaw,pani_karolina,2019-02-03
4,"Tasty baked potatoes. The stomach was guaranteed to be full. Quite a small restaurant, reservation recommended at least on weekend evenings.",Big portions,,,KaisaHS,2019-02-01
5,"In this restaurant, the fish is not the queen, but the potato is the king. Most of the dishes are potato dishes: baked potato or potato pancakes, or potato cake. 
Baked potato is a real treat. You can choose various combinations of hot or cold salads to accompany the huge oven-baked potato. For the first meeting, I recommend Trio Mix, Samo Zdrowia, Mexican Beef or Oli's Chicken. 
The place has a great atmosphere, decorated in an old style. Very nice service, nice and smiling girls.",Potato is king!,,,PSADECKI,2019-01-26
5,"Today, January 12, 2019, I ate dinner with my family, which was delicious, and the baked potatoes were absolutely brilliant. Overall, nice atmosphere and friendly service. Thank you",Super,,,M1654VQannas,2019-01-12
4,"Baked potatoes in its various variations. Delicious. Not very expensive. For three people about 90 zlotys.
Unfortunately we had to wait a long time for our order",Baked strawberries,,,Dzmitrybelarus,2019-01-07
4,"Can't help but recommend! Two really tasty and ample portions of baked potatoes and four glasses of house wine for a total of just over €20.
The restaurant seemed to be very popular and every table was full from the beginning of the evening, but we got a table with the help of the friendly staff. Specializing in baked potatoes, we'll be back!",Very hearty and delicious baked potatoes,,,PekkaHelsinki,2019-01-06
5,"Nice and welcoming place, their specialty is jacket potatoes, an excellent dish of potatoes stuffed with anything.
Cheap, average €14 for two.",Jacket potatoes,,,bobyracer2,2019-01-05
4,"Delicious stuffed potatoes :D Hungarian with sausage and tzatziki, worth recommending. Mulled wine and seasonal tea are also worth attention :)",Delicious,"Gdansk, Poland",Gdansk,zetagnieszka,2019-01-01
4,"Very big meal and cheap. We were on the down floor, there was cold feeling inside. Dishes was good. Waitress coming not fast.",Potato pub),,,KolyaKosmo92,2018-12-15
2,"I have been to this place many times because the food was delicious and the beer was perfectly cold. Unfortunately, after today's visit, I have no intention of coming back here.
Around 7:20 p.m. we went to the restaurant with friends. The ladies noticed us because I asked for a table. After 10 minutes, I decided to go get the menu and I went to get it myself because the waitress was busy with other customers. 
The waitress served three tables that came after us without even looking at us. Generally speaking, the waitress walked around the room with a suffering face as if she was at work as a punishment. At 8 p.m. we left and politely thanked her for the delicious food ;) 
In July, I had a similar situation - when the waitress saw that we had entered the room 40 minutes before the kitchen closed, she whispered vulgar words to her friend which, unfortunately for her, we heard.
So what if the potatoes are delicious if the service is terrible :) ",I'm disappointed,,,studentka,2018-12-09
5,"Really nice place with cozy atmosphere, central location, great and fresh food and dressing. Highly recommended :)",Delicious grilled potato,"Trondheim, Norway",Trondheim,mansourehh,2018-12-09
4,"Lunchtime and success.
Portions were: Potatoes with hungarian sausages with mex sauce and smoked bacon with cheese plus garlic sauce.
Those were so big that we couldnt eat all.
Good choice, dont miss.",Excellent potatoes and nice atmosphere,"Lohja, Finland",Lohja,TomiKVee,2018-11-30
5,"Whenever we are in Gdańsk or the surrounding area, we always come for delicious potatoes. After so many years, it's always delicious and makes me want to come back. Keep it up 👍😋",Back from the weekend,"Opole, Poland",Opole,gregorek78,2018-11-18
4,We went for dinner on the recommendation of friends. A great place for potato lovers. Baked potato with many toppings. Tasty and budget friendly. We spent 60 zlotys for three people. Delicious beer.,Inexpensive dinner in the center of the old town.,"Kaliningrad, Russia",Kaliningrad,cvetlana2015,2018-11-11
5,"We went to Gdansk for a weekend, and decided to go to this place as we love jacked potatoes, and the reviews were good on TripAdvisor. Well, just amazing!! great potatoes , toppings and sauce. The waiters could be a bit happier, but at the end, 90% of a restaurant should be the food!",the best potatoes!,,,J8998FBjuana,2018-11-06
5,"Lovely food, large portions, chefs do a wonderful job, nice service, nice atmosphere. Really delicious food. Drinks too :)",Delicious food,,,837martynac,2018-11-06
4,"Potatoes. If there is one thing you will find in Gdansk its starchy food. So on a cold November evening, we ventured into Pod Ryba.

Very simple and very tasty food, jacket potatoes with about 50 different fillings and a nice selection of pancakes. Good beer and nice desserts. Shame about people who don't close a door behind them",Jacket Potatoes with a twist,Israel,Israel,W3684UQmarks,2018-11-04
5,"a lovely place with a good atmosphere. And if you like baked potatoes, you're in paradise. A fun concept with only baked potato on the menu in so many varieties :-)",if you like baked potato,"Vestby, Norway",Vestby,Hellandu,2018-11-02
5,"It is a very welcoming place and the staff is friendly and helpful. The main dish is the potatoes, offered in many variations and really good, the prices are super affordable! HIGHLY RECOMMENDED",tasty potatoes,"Naples, Italy",Naples,giannviaggian,2018-10-27
1,"We ask to eat for two in english, the manager laugh at us and said it was not possible, even if we can clearly see free tables just at her side.
I don't recommand it, if you are hungry you can just starve behind the restaurant...",They don't even let us eat,"Montpellier, France",Montpellier,Romain_and_Lucie,2018-10-21
5,"Well... firstly.. my wife had been here on a previous work trip.  A local had recommended here... and advised what traditional fillings to chose.

Hence . A few months later I'm there with my wife! (We did walk for ages... up and down streets that look similar... until we found this gem!)
Service was fast. We sat outside with our complimentary blankets... and soon had two 500ml local beers.

My wife chose a cheese potato with red beans... American style cheese sauce with kidney beans.  I chose the Mackerel/Herring with cream sauce. (Think roll mop Herring).  It was all very nice.. although mine.. there was a lot of vinegar and fish.. more than perhaps you would need!

However... very very tasty and traditional.

The toilet here was FREE!!!! Which is rare! And spotlessly clean too.

All in all... non expensive... huge choice of jackets and other food.  Very good.",Brilliant Jacket potatoes!!!!,"Grimsby, United Kingdom",Grimsby,MrDS2020,2018-10-20
5,A nice little restaurant in Piwna. We had the chanterelle and bacon gorgonzola dishes and were not disappointed. The food was very delicious and the portion sizes are suitable even for a man with a big appetite. The price-quality ratio was excellent.,Delicious food at a reasonable price!,,,laurakpeltonen,2018-10-19
2,"once a perfect potato, now hard, additives of poor quality, service ok, waiting time acceptable",tasteless food,,,AnitaF1551,2018-10-14
3,"Was there with my father. Food is quite good, but the 3 points are for the price. We wanted the open potato, but apparently we ordered it wrong and got something like a potato stew. It was okay, but the bacon stew had no bacon in it and the chicken stew with carrots and peas was very delicately seasoned. ",Food good and very cheap,"Vienna, Austria",Vienna,xbuffyx,2018-10-13
1,"I honestly don't recommend this place. We went with friends based on the opinion about this place. We sat outside, ordered beer and potatoes. The lady did not inform us about the hour-long waiting time for dinner, which we heard from another waitress serving the table next to us.  After about 15 minutes, we remembered that we still didn't have the breweries, which didn't arrive for another 15 minutes, even though the waitress passed our table 5 times. After our next request for the ordered beer, the waitress disappeared into the pub for another 5 minutes. So I went inside, where it turned out that our order was not in the system. We did not receive an apology or a word of explanation, only insinuations from the waitresses about our alleged change of seats (we were sitting at the same table all the time). NOTHING! We left and we won't come back, and we sincerely advise others not to. ",Tragedy,"Gdansk, Poland",Gdansk,10kasiaz,2018-10-13
5,"I highly recommend baked potatoes, especially with herring salad or herring in cream! 🙂",Very tasty food!,,,aleksandrar209,2018-10-12
5,"Very tasty and extremely nutritious baked potatoes with interesting stuffings. Everyone will find something for themselves! Nice service, short waiting time. I recommend this place for dinner while exploring the city.",Lunch,"Wroclaw, Poland",Wroclaw,maracki90,2018-10-08
5,Every time I ate there I am very happy. The portions are enormous so when you are hungry you have to go there! In your potatoo panecakes you can find vegetables and meat or only vegetable if you are vegetarian. Additional different salads. The service is very fast. The decoration inside is very curious because there are a lot of stuff from PRL! The price is cheap and worth of value!,The best potatoo pancakes!,"Warsaw, Poland",Warsaw,dominikarossi,2018-10-08
5,"I accidentally fell into this and was incredibly pleased)) they offer sliced ​​potatoes with an incredible selection of additives: sauces, meat, fish, vegetarian. It seems to me that everyone here will find something for themselves at very affordable prices!!!",Very cool establishment!,"Warsaw, Poland",Warsaw,J7546WZ_,2018-10-06
5,"Worth a visit if your hunger is off the charts. At a reasonable price, baked potatoes with delicious toppings (more than 20 options) await you. There was also a nude photo shoot taking place in the window of the house opposite, which added to the impression.",Nekroshka potatoes,"Moscow, Russia",Moscow,zzzulin,2018-10-02
5,"Bar pod Rybą is my favorite place in Gdańsk. I don't eat anywhere as often as at ziemniak on Piwna. It's a cozy place where you can eat something delicious at a good price. Potatoes from PLN 16 to PLN 50 (the most expensive one is potato with caviar, there is only one such expensive item on the menu). Plus beers from the regional Amber brewery. 
Very nice staff who already recognize me and greet me with a smile.
Very nice, old-style decor. 
You don't have to wait long for a potato, but sometimes you have to wait a long time for a seat.
A nice option is the cellar, specifically Joppengase, where there are always fewer people and I have never had a table without a free table. I waited a long time for the pub part of Bar pod Rybą to open, but it was worth the wait!",My absolute number 1 in Gdańsk!,"Gdansk, Poland",Gdansk,AgnieszkaBe,2018-10-01
5,"Nice atmosphere and service. Very tasty.
We chose traditional baked potatoes with gzik and Mexican-style beef.
As a snack, we received cream of broccoli served in small jars - a tasty surprise.
We can honestly recommend it - everyone of us really liked it.
Additionally, polite, young and smiling waitresses who are happy to serve you. Well, ladies and gentlemen, you can't find them everywhere.

","Very tasty, nice service. We recommend!","Munich, Germany",Munich,Julietverner,2018-10-01
4,"I’d like to give this place five stars for value and taste but service was pretty spotty. Our order was taken pretty quickly but hubs got his meal ( delicious fish and fries and a generous salad) at least ten minutes before my gigantic potato. Potato was tasty but a bit spicy and took a LONG time to arrive. Cannot rave enough about sitting outside in the sunshine on this quaint street enjoying our meal. Again when it came time to pay, Hubs finally took the check in to get his change. Setting, cost and taste outweigh slow service but not by much",Pack your patience...,"Boston, Massachusetts",Boston,tunasf,2018-09-20
5,A very nice idea for dishes in potatoes with additional stuffing. Plus for nice service. Average prices.,Unusual dishes,Poland,Poland,Zythar,2018-09-16
4,"Great concept. Baked potatoes only! 
Very tasty and well made. 
We ate for dinner and it was a bit small, but for lunch it had been perfect. 
And the price was really good :)
Best cheap meal we had while in Gdansk. ",A lucky potato,"Aalborg, Denmark",Aalborg,peter-sperling,2018-09-15
5,"Delicious potatoes. A great alternative to the ubiquitous pizza and pork chops. Huge portions, despite the long waiting time, definitely worth it!!! Great for mixing two portions of potato. A lovely waitress, Natalia, who is very competent and helpful.  White wine perfectly. I recommend !!!",Delicious food,"Warsaw, Poland",Warsaw,Anvie12,2018-09-12
5,"If someone wants to eat properly, they will not be disappointed. The portions here are for two guys :P The taste may not be exclusive, but it's a kind of pub with food, so I didn't have much expectations",Thick portion,"Lodz, Poland",Lodz,DawidU6,2018-09-12
5,"Ordered baked potato with bacon, gouda and gorgonzola, very good 👍👍 only 24 zlotys and my stomach was full 👍 They also had delicious beer 🍺",Delicious food,,,susantG3392WI,2018-09-11
5,Very tasty potato with countless filling options. Good service and great price. The experience was worth it!,Tasty potato,"Sao Paulo, SP",Sao Paulo,Valney_valney,2018-08-28
4,"A good place where you can have a cheap and filling meal. The main menu is potatoes with various fillings. Beer is a standard set. Service was fast, food was ok.",Nice place in the center,"Minsk, Belarus",Minsk,pgolubkov,2018-08-27
4,Many versions of stuffed potato. Many of which are without meat. Fills well for a good price.,50 times potato,"Amsterdam, The Netherlands",Amsterdam,Manfred020,2018-08-23
4,"I ate 3 types of potatoes. My friend said the potatoes there were great, but for me they were just ""decent"" and nothing more.",Tasty potatoes,,,tomaszj770,2018-08-22
3,"Very generous portions, specialty ""stuffed potatoes"" in all sauces. It claims to be a gluten free restaurant but in reality they only offer you one option and don't make the slightest effort to accommodate you.","It can be done, but there is no gluten free option","Rome, Italy",Rome,Londonstillinmyheart,2018-08-19
3,"We were aware that the waiting time was long (45 minutes) when we entered. Unfortunately, the service here once again let us down - the waitresses seem to be smiling, but they do not observe the guests, so you have to remind yourself to order, and after an hour of waiting for the food, it turned out that you had to remind yourself that we had placed something at all :( the service was poor, but I have to be honest, that the food is delicious. We ordered olive oil and chanterelles in a cream sauce, potato pancake with forest mushrooms and classic pancakes with cream and sugar (fun). only sugar in paper bags). The food is delicious, the portions are definitely large, the prices range from PLN 16 to PLN 24 per dish. I recommend it because it's delicious, but I don't recommend it because the service hasn't improved for the past year.","Delicious food, unfortunately the service is probably one of the worst","Warsaw, Poland",Warsaw,IvettaR,2018-08-18
3,"The name is very misleading. If I hadn't gone there on recommendation, the name wouldn't have tempted me. Potatoes very tasty. The Mexican food is very spicy, so my son didn't eat it, even though he likes it. The lady said it was a bit spicy... 😠The waiting time was quite long, but there was a crowd so I forgive it. The owner has a bar and an adjacent pub where they also serve the same food in case of wild crowds. We ended up in the basement so as not to wait for a table. 
The only specific minus was the waitress. She was extremely polite and helpful, so much so that she decided to give herself a tip and gave her the change minus the tip. My husband only found out when we left, so there was no point in coming back.
In one word, the food is extra, but you have to be careful with the rest 😐","Tasty, but...",Poland,Poland,498magdax,2018-08-17
5,"Despite the name, it is not fish but potato that is the star of the menu. A solid portion, toppings to choose from, to suit your taste. The staff and the card at the entrance warn us that the waiting time is about an hour, but we waited less than 30 minutes. Delicious potato with chanterelle sauce, also with herring and apple, local beer perfectly chilled, very efficient and friendly service. This place will definitely be included in my personal culinary map of Gdańsk.",The potato rules,"Olsztyn, Poland",Olsztyn,JoannaEwaD,2018-08-14
5,"We ate breaded flounder and the famous potato :) both dishes were very tasty, we didn't have to wait long despite the crowd :) the beer was also very good. I recommend it!!
VERY NICE SERVICE :))",Pride!,,,olgagE3723JE,2018-08-10
1,I did not know that it was possible to spoil potatoes like that.Our family ordered 4 different dishes and none of them could be eaten.,Michael,,,ladizhenskym,2018-08-09
5,"Don't let the name fool you... Bar pod Rybą, serves POTATOES 😊

Insane, huge, with delicious sauces! My two favorites are with chanterelles and gorgonzola, and with herrings in cream. The rest of my team eats meat dishes. We were there both in summer and winter, 4 times in the last week 😁 Each time: potato + sour milk + beer = satisfaction for the rest of the day ❗️ 

Our Norwegian guests are also delighted with every visit. Personally, I recommend it. 

Ps. The service, especially the slim blonde lady in light brown shorts, deserves a medal :)",A must-see on the culinary map of Gdańsk!,"Stord Municipality, Norway",Stord Municipality,annao191,2018-08-08
4,"We tried this for dinner - great treat!  A large portion of the menu is for jacket russet potatoes.  You choose you meat, vegs, fillings and sauces.

The potatoes are prepared to order and took a little while but so worth the wait!

One of us had chicken while the other chose hamburger - both were wonderful.

The potatoes are huge (two together) and one order would feed two people easily - but you wouldn't get to try two combos.

We paid $28 for two meals, four cokes (small bottles) and two beers.  

Definitely give this place a try!",Great overstuffed potatoes are speciality of the house,"Boston, Massachusetts",Boston,Tuesflight11,2018-08-07
5,"I found a recommendation to try out Bar Pod Ryba.  It is located in a narrow street behind the main square. It is easy to find event though it does not have a highlighted sign outside.

We were met by a smiling lady.  She took drink orders and returned with our orders and was ready to take our lunch orders.  This small restaurant has specialized in jacket roast potatoes with a variety of fillings and sauces.  We wanted to try the potatoes and we were not disappointed.  We got some huge potatoes with delicious filling topped with our choice of sauce.

On our next trip to Gdansk we will definitely visit Bar Pod Ryba again",Worth visiting,"Hokksund, Norway",Hokksund,Eskog,2018-08-06
4,"Food ok, tasty and portions arebvery large, enough for 2 pers. Servis and stuff nice, serve of food can looks more efective. ",Nice place for good portion,"Cesky Tesin, Czech Republic",Cesky Tesin,D7049FQromans,2018-08-02
5,We ate here twice during our 3 day stay in Gdańsk as we loved it so much. Great value and so many choices of filling. Definitely worth a visit.,Amazing Potatos,"Nettleham, United Kingdom",Nettleham,O5894MYnicolaw,2018-07-29
2,"We entered tempted by the name.
There's not much fish on the menu, so we chose cod - a small portion and a filet that looked like it came from a supermarket. Fat.
Pair with frozen fries and ready-made salads.
The potato is better, but not crazy.

I would rather look for another place.
Plus for nice service ",Fish bar without fish,,,Alix_seven,2018-07-23
5,"Fantastic potatoes, Karolina's pie tops everything :) 
Professional service, what is missing in Poland. Girls know how to use please and thank you.",Great potato!,"London, United Kingdom",London,C6131GXjuliak,2018-07-21
4,Our second time here. Specialized in baked potatoes. A must in Gdansk. Large portions. Nice waiters.,Potatoes,"Mandal, Norway",Mandal,599knuts,2018-07-16
5,"It is on one of the main streets of Gdanks with a very pleasant terrace. The menu is focused on roast potatoes with different fillings and sauces. We were lucky to be served by Silvia, a very nice waitress who knew how to recommend us very well! The 3 potatoes we ordered were delicious, he also recommended that we accompany them with some shots of vodza and so we did. We finished with some very good crepes. Recommended site. If we return to the area, we would surely repeat!",Original and good service,,,chaval87,2018-07-15
4,"Let me start by saying that we wanted to eat good fish in Gdańsk and Google suggested that we could eat it at ""Bar pod Rybą"". (The name itself suggests it.) When it comes to fish, the menu is unfortunately disappointing, because we only have 4 items to choose from, and all of them come in the form of fried/baked fillet. Dinner dishes include flounder, cod, salmon and trout. A bit small for a pub called ""Bar pod rybą"". However, there are probably 40 potato items :). So we ordered cod fillet and Mexican potato pancake. DELICIOUS cod. Really very good fish, fresh. Way to go. However, the Mexican cake was very disappointing. The ""content"" of the cake had nothing to do with Mexico. The meat was rubbery, the sauce was filled with tomato paste... seriously, just give up on something like this. It would be better if you invested more in fish. I would love to eat some appetizers, e.g. herring. Unfortunately, nothing here.

The waiting time was also very long. On Saturday around 4-5 p.m. we had to wait over 40 minutes. Too long.",I recommend the fish! Mexican pie nope!,,,bart_omiejp428,2018-07-15
1,"I don't recommend it, the table is dirty, you have to wait a long time, the food is not tasty, unfortunately nothing positive. Definitely the last time.",Lipa,,,956rafa_g,2018-07-07
2,"Maybe the atmosphere is nice, but you have to wait a long time for a drink, about 30 minutes. And the food is served even later. The order is a matter of convention, people who came 15 minutes later got their food before us",You have to wait a long time...,,,KrzysztofP1084,2018-07-07
5,A huge selection of baked potatoes - everyone will find something for themselves. They are very well prepared and the portions are huge. The service was very nice and helpful. I definitely recommend it!,Very tasty,"Bialystok, Poland",Bialystok,justynas134,2018-07-01
4,Delicious potato pancakes. They were so good we went there two times in a row. Recommend the one with smoked salmon. Service friendly and quick.,Potato pancake heaven,,,Jampea_Ol,2018-06-27
3,"The restaurant has a very large selection of baked potatoes with different fillings.
Hard to choose, so we asked the staff what they recommended. We chose spinach and blue cheese filling. Unfortunately, we could neither see nor taste the blue cheese.
The potatoes are huge, like two portions.
Hence the rating ok.
",Ok but no more,"Stockholm, Sweden",Stockholm,Anko123,2018-06-23
